idx,lat,lng,driving_o0,cycling_o0,transit_o0,walking_o0,driving_o1,driving_o2,driving_o3,n_modes_anom,n_origins_anom
626,51.55751,0.03473,2.0,,2.0,,3.5,2.5,2.5,0,0
627,51.49527,-0.11092,-2.0,-1.5,1.0,,-2.0,-1.5,-0.5,0,0
628,51.52798,0.02565,0.0,,4.0,,0.0,-0.5,0.0,0,0
629,51.52922,0.05332,1.5,,2.0,,1.5,1.5,2.0,0,0
630,51.56362,-0.06481,-0.5,,0.0,,-1.0,-0.5,-0.5,0,0
631,51.54601,-0.10249,-0.5,-1.0,-6.0,,0.0,-3.0,-3.0,0,0
632,51.43294,-0.13979,2.5,2.5,-2.5,1.5,2.5,1.0,1.0,0,0
633,51.4088,-0.14547,0.5,2.5,0.0,5.0,1.5,-0.5,0.0,0,0
634,51.42093,-0.16947,1.0,4.5,6.0,4.5,1.0,0.5,0.5,0,0
635,51.49708,-0.18609,-0.5,-1.5,-1.0,,0.0,-0.5,0.0,0,0
636,51.53442,-0.18138,0.0,-2.0,-2.0,,0.0,-0.5,-0.5,0,0
637,51.53886,-0.14276,2.0,-1.0,-7.0,,2.0,0.5,0.0,0,0
638,51.51207,-0.03341,0.0,-1.0,1.0,,0.0,0.5,0.5,0,0
639,51.50033,-0.0002,-2.5,-2.5,-2.5,,-1.5,-1.5,-1.5,0,0
640,51.52688,-0.17249,-1.0,1.5,2.0,,-0.5,-2.0,-0.5,0,0
641,51.49593,-0.03876,-1.0,-0.5,-3.5,,0.0,0.0,0.5,0,0
642,51.4913,-0.08194,-0.5,1.5,-3.5,,0.0,0.5,1.5,0,0
643,51.51667,0.00977,-2.0,,-6.0,,-2.0,-1.0,-1.5,0,0
644,51.49572,-0.04337,-2.0,0.5,-1.5,,0.0,0.0,0.0,0,0
645,51.43631,-0.12431,0.5,3.0,2.0,2.5,0.5,0.5,0.5,0,0
646,51.4376,-0.09664,0.0,1.5,1.5,6.5,0.5,-1.0,-0.5,0,0
647,51.41993,-0.13424,0.5,-0.5,0.0,0.0,0.5,0.0,0.5,0,0
648,51.48286,-0.14986,-2.0,1.0,-1.5,-3.5,-1.5,-1.5,-2.0,0,0
649,51.48415,-0.12216,3.0,0.0,0.5,1.0,0.5,1.5,1.0,0,0
650,51.46649,-0.15979,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,-0.5,0,0
651,51.46778,-0.13211,0.0,0.5,0.5,0.5,0.0,-1.0,0.0,0,0
652,51.57263,-0.04135,0.0,,-1.5,,1.0,0.0,0.5,0,0
653,51.57388,-0.01364,0.0,,1.0,,-1.0,0.0,0.0,0,0
654,51.54309,-0.05039,0.5,-0.5,-3.0,,-1.0,0.5,0.5,0,0
655,51.5129,-0.07328,1.5,1.0,0.5,,2.0,2.0,2.0,0,0
656,51.47034,-0.07675,-1.5,0.0,0.0,,-1.0,-0.5,0.0,0,0
657,51.50848,-0.11186,0.0,-1.5,3.5,,2.5,3.0,2.5,0,0
658,51.54434,-0.0227,1.0,,-1.5,,0.0,0.5,0.0,0,0
659,51.52522,-0.15105,0.0,-2.5,2.5,,-0.5,0.0,0.0,0,0
660,51.52926,-0.06332,0.0,-1.0,2.0,,1.0,2.0,1.0,0,0
661,51.53399,-0.19062,-1.0,-3.0,2.0,,0.0,1.0,0.0,0,0
662,51.47161,-0.04908,1.5,1.0,1.5,,1.0,0.5,1.0,0,0
663,51.55479,-0.14205,-1.0,1.5,0.5,,-0.5,0.0,0.0,0,0
664,51.45397,-0.0867,0.0,0.5,-2.0,-0.5,0.5,-1.0,-1.0,0,0
665,51.55035,-0.18068,-0.5,-2.0,-1.0,,0.0,0.0,0.0,0,0
666,51.56003,0.03178,2.0,,-0.5,,2.5,2.0,2.0,0,0
667,51.56126,0.05947,-0.5,,-1.5,,-1.0,0.5,-1.5,0,0
668,51.5305,0.0227,0.0,,-3.0,,0.0,-1.5,-0.5,0,0
669,51.50146,-0.20587,-0.5,-1.5,1.5,,-2.0,-1.0,-0.5,0,0
670,51.53174,0.05038,0.5,,-2.0,,0.0,-0.5,0.0,0,0
671,51.56614,-0.06777,1.0,,1.5,,1.0,0.5,1.5,0,0
672,51.54853,-0.10545,3.0,0.5,-2.5,,2.5,3.0,3.0,0,0
673,51.54979,-0.07773,-1.5,-1.0,0.0,,-0.5,-0.5,-1.5,0,0
674,51.43545,-0.14275,-2.0,-0.5,1.5,-3.0,-2.0,-0.5,-0.5,0,0
675,51.42345,-0.17243,-1.5,-3.0,-2.0,-4.5,-1.5,-1.5,-1.0,0,0
676,51.49959,-0.18905,1.5,-2.5,5.0,,0.0,-0.5,-1.5,0,0
677,51.45492,-0.18025,0.0,-2.0,-3.0,-1.5,-0.5,-0.5,0.0,0,0
678,51.53693,-0.18434,-1.0,-0.5,0.0,,0.0,-1.0,-1.0,0,0
679,51.45361,-0.20794,1.0,0.5,0.5,5.0,2.0,2.0,1.0,0,0
680,51.54137,-0.14572,0.0,-2.0,-4.0,,-1.0,0.0,0.5,0,0
681,51.52056,-0.19428,2.5,3.0,2.0,,-0.5,0.0,1.0,0,0
682,51.52939,-0.17545,0.0,2.0,0.5,,0.5,0.0,0.5,0,0
683,51.489,-0.07437,1.0,-1.0,-3.0,,3.0,1.0,1.0,0,0
684,51.49027,-0.04669,0.0,-4.0,0.0,,-0.5,-0.5,-0.5,0,0
685,51.41447,-0.13755,-0.5,0.0,0.5,0.0,-0.5,0.5,0.0,0,0
686,51.48185,-0.11459,-1.0,0.5,-3.0,-0.5,-0.5,-0.5,0.0,0,0
687,51.46103,-0.1631,-1.0,0.0,-1.5,-1.0,-1.0,0.0,-0.5,0,0
688,51.46548,-0.12454,0.5,1.0,-3.5,0.0,0.0,0.5,0.0,0,0
689,51.56719,-0.04467,2.5,,0.0,,3.5,-0.5,-1.5,0,0
690,51.57157,-0.00607,0.0,,1.0,,1.0,-0.5,0.0,0,0
691,51.55922,-0.10343,0.0,-2.0,2.5,,-0.5,-1.5,-1.0,0,0
692,51.54204,-0.01513,-1.0,,1.0,,-2.0,2.0,2.0,0,0
693,51.568,-0.143,-2.0,,-1.0,,-1.0,-1.0,-1.0,0,0
694,51.4693,-0.04152,1.0,0.0,6.0,,2.0,-1.0,-0.5,0,0
695,51.44851,-0.09002,-2.5,-3.0,-3.5,-0.5,0.0,0.0,0.0,0,0
696,51.55459,0.02845,1.0,,3.5,,0.0,0.0,0.0,0,0
697,51.55895,0.06703,-1.0,,0.0,,-1.0,-1.0,-1.0,0,0
698,51.52942,0.05794,-0.5,,0.0,,0.0,-0.5,1.0,0,0
699,51.54514,0.05409,0.5,,1.5,,0.5,0.0,0.0,0,0
700,51.56383,-0.06019,0.0,,0.5,,0.0,-1.0,-1.0,0,0
701,51.5439,0.02641,0.0,,-2.0,,-0.5,-1.0,-1.0,0,0
702,51.54307,-0.10877,0.5,-1.5,-2.5,,0.5,0.0,-1.0,0,0
703,51.55705,0.08382,0.0,,-1.5,,-0.5,0.0,0.0,0,0
704,51.54749,-0.07016,-0.5,0.5,-0.5,,0.0,-0.5,-0.5,0,0
705,51.55582,0.05613,2.5,,9.0,,2.0,-1.0,0.0,0,0
706,51.42999,-0.14606,0.0,2.0,-3.5,-6.0,0.0,-0.5,-0.5,0,0
707,51.49413,-0.19236,0.5,-0.5,-1.5,,-1.0,-1.0,-1.0,0,0
708,51.53463,-0.17676,0.0,0.5,-1.5,,1.5,1.0,1.0,0,0
709,51.53592,-0.14904,-3.0,4.5,0.0,,-1.5,-0.5,-0.5,0,0
710,51.52234,-0.0406,2.0,0.5,0.5,,1.0,1.0,0.0,0,0
711,51.46867,-0.05535,0.0,1.5,0.5,,0.0,-0.5,0.0,0,0
712,51.51826,-0.1867,0.0,-1.5,1.0,,3.0,0.0,0.0,0,0
713,51.4674,-0.08302,3.0,1.5,5.0,,3.0,0.5,1.5,0,0
714,51.49152,-0.07732,0.0,1.0,2.5,,0.0,-0.5,-0.5,0,0
715,51.48503,-0.0454,-0.5,-2.0,4.5,,-0.5,-0.5,-0.5,0,0
716,51.55775,-0.019,-0.5,,2.5,,-0.5,1.0,1.5,0,0
717,51.48376,-0.07307,-0.5,0.0,-0.5,,0.0,0.5,0.0,0,0
718,51.5565,-0.0467,0.0,,-0.5,,0.0,-1.0,-1.0,0,0
719,51.56823,-0.02158,-1.0,,-2.0,,-1.5,-1.0,-1.5,0,0
720,51.49278,-0.04964,-1.5,1.5,-1.0,,0.0,2.0,2.0,0,0
721,51.56698,-0.04929,-0.5,,3.5,,0.0,2.0,1.0,0,0
722,51.41699,-0.1405,-0.5,-1.0,1.0,0.0,-0.5,-0.5,-1.0,0,0
723,51.49313,-0.15708,0.0,0.0,-6.5,,0.5,1.0,1.0,0,0
724,51.48436,-0.11755,-0.5,-2.0,-1.0,2.0,-1.0,-1.0,-2.0,0,0
725,51.46354,-0.16606,0.5,-2.5,0.0,-1.5,2.0,0.0,1.0,0,0
726,51.46799,-0.12749,-1.0,0.0,-4.0,-3.5,1.0,-0.5,0.0,0,0
727,51.4812,-0.12844,0.0,-1.5,0.5,-3.0,0.0,-1.0,-0.5,0,0
728,51.5697,-0.04763,7.0,,3.0,,6.5,-0.5,0.5,0,0
729,51.47992,-0.15613,3.5,3.5,2.5,4.0,1.5,1.0,1.5,0,0
730,51.57409,-0.00902,-0.5,,-2.5,,-1.5,-1.0,-1.0,0,0
731,51.49757,-0.11849,-1.0,2.0,2.0,,-0.5,1.0,1.0,0,0
732,51.55336,-0.0576,-1.5,,0.5,,-0.5,-1.0,-1.0,0,0
733,51.57779,0.07408,0.0,,-1.0,,-0.5,-0.5,-1.5,0,0
734,51.49629,-0.14619,0.0,-1.0,-5.0,,0.0,1.0,1.5,0,0
735,51.48061,-0.08396,0.5,-0.5,-3.0,,0.0,0.0,0.0,0,0
736,51.54455,-0.01808,-1.0,,1.0,,0.0,-1.5,-2.5,0,0
737,51.41426,-0.14216,0.0,-0.5,0.0,-0.5,1.0,0.5,1.0,0,0
738,51.47182,-0.04447,-1.5,-0.5,-1.0,,1.0,0.5,-0.5,0,0
739,51.43193,-0.10457,0.5,-0.5,0.0,5.5,1.0,2.0,1.0,0,0
740,51.45103,-0.09297,1.0,2.5,0.5,3.0,1.5,0.5,0.5,0,0
741,51.43064,-0.13223,-0.5,-1.5,-2.0,-2.0,-0.5,0.0,0.5,0,0
742,51.5571,0.0255,-2.5,,0.5,,-2.0,-1.0,-1.0,0,0
743,51.50264,-0.00776,-2.0,3.0,-2.0,,-2.0,-2.5,-2.5,0,0
744,51.56147,0.06408,0.0,,1.5,,1.0,0.0,0.5,0,0
745,51.50138,-0.03544,-2.0,0.0,-2.5,,-1.5,-2.5,-2.0,0,0
746,51.54077,0.01551,2.5,,5.0,,0.5,1.0,1.0,0,0
747,51.51898,0.00221,2.0,,1.5,,2.5,0.0,0.5,0,0
748,51.53194,0.05499,-1.5,,-2.0,,-0.5,-0.5,-1.0,0,0
749,51.51773,-0.02547,-1.5,2.0,3.5,,-1.5,-0.5,-1.0,0,0
750,51.56635,-0.06315,-1.0,,1.5,,-1.0,-0.5,-0.5,0,0
751,51.54559,-0.11172,0.0,-2.0,0.0,,0.0,-0.5,0.0,0,0
752,51.55,-0.07312,1.0,-0.5,-1.0,,1.5,-1.5,-1.0,0,0
753,51.58728,-0.00994,0.0,,1.5,,0.0,-1.0,-0.5,0,0
754,51.43251,-0.14902,-0.5,1.0,-1.5,-2.5,-0.5,0.5,0.5,0,0
755,51.41612,-0.15894,0.0,-0.5,-1.5,-2.5,-1.0,-1.0,-0.5,0,0
756,51.49665,-0.19532,0.0,1.0,1.5,,-2.0,0.0,0.0,0,0
757,51.48027,-0.20525,-1.5,0.0,0.0,-2.0,0.0,-0.5,-0.5,0,0
758,51.53715,-0.17972,-1.0,-0.5,-0.5,,-2.0,0.0,0.0,0,0
759,51.51521,-0.08085,0.5,-0.5,2.5,,1.0,0.5,0.5,0,0
760,51.53843,-0.152,-0.5,-2.5,2.0,,-1.0,-0.5,-0.5,0,0
761,51.51393,-0.10854,0.0,0.5,4.5,,0.5,-0.5,-0.5,0,0
762,51.52004,-0.03304,1.0,-0.5,-0.5,,1.0,0.5,0.5,0,0
763,51.52271,-0.14809,0.5,-1.5,-2.0,,0.0,-3.0,-3.0,0,0
764,51.53156,-0.07089,0.0,1.5,2.0,,0.0,-1.5,-1.0,0,0
765,51.53029,-0.09859,-0.5,0.5,-3.0,,-0.5,-1.0,0.0,0,0
766,51.52078,-0.18966,-1.0,0.0,0.5,,0.5,-1.0,0.0,0,0
767,51.55228,-0.13909,0.0,-0.5,-2.0,,1.0,1.0,0.5,0,0
768,51.52207,-0.16194,1.0,2.5,-3.0,,-1.0,0.0,-0.5,0,0
769,51.54784,-0.17772,1.0,-1.5,-1.0,,1.0,0.0,0.0,0,0
770,51.49048,-0.04208,1.0,-1.0,-1.0,,-0.5,0.0,0.0,0,0
771,51.49083,-0.1495,-1.5,3.0,-2.0,0.0,-1.0,-1.0,-1.5,0,0
772,51.46124,-0.15849,-0.5,-0.5,-2.5,1.0,-0.5,0.5,-0.5,0,0
773,51.46253,-0.13081,-1.0,1.5,0.5,2.5,0.5,-0.5,0.0,0,0
774,51.56739,-0.04005,-0.5,,1.5,,-1.5,0.0,-1.0,0,0
775,51.56864,-0.01235,1.0,,4.5,,0.0,1.0,0.5,0,0
776,51.55105,-0.05003,1.5,,-0.5,,0.5,-0.5,0.0,0,0
777,51.47831,-0.07639,0.5,1.5,2.5,,1.0,-1.0,-1.0,0,0
778,51.44873,-0.08541,-1.0,-1.5,0.0,-3.0,-1.5,-1.0,-1.0,0,0
779,51.55479,0.03306,-1.0,,1.0,,-1.5,-1.5,-1.5,0,0
780,51.55602,0.06075,-1.5,,-3.0,,-2.5,-1.0,-1.0,0,0
781,51.53846,0.02308,-1.0,,-2.0,,-1.0,-0.5,-0.5,0,0
782,51.54329,-0.10415,-1.0,-2.5,-2.5,,-0.5,-1.5,-1.0,0,0
783,51.4511,-0.20498,0.0,-0.5,1.0,1.0,0.0,-0.5,0.0,0,0
784,51.54455,-0.07644,0.0,-1.5,-1.5,,1.0,1.5,2.0,0,0
785,51.58498,-0.00236,0.0,,2.0,,0.0,1.0,1.0,0,0
786,51.43021,-0.14145,-1.5,0.0,-0.5,-1.5,-1.5,-1.0,-0.5,0,0
787,51.41383,-0.15138,0.0,-0.5,0.0,-0.5,0.0,0.0,0.5,0,0
788,51.49435,-0.18774,0.5,0.0,-2.0,,1.0,-0.5,-0.5,0,0
789,51.47797,-0.19767,1.5,2.0,4.5,4.0,0.0,1.0,2.0,0,0
790,51.53613,-0.14442,0.5,-1.0,2.0,,0.5,0.0,-0.5,0,0
791,51.52255,-0.03599,-1.5,-0.5,-1.5,,-0.5,0.5,0.5,0,0
792,51.51532,-0.19297,0.0,-1.5,0.5,,0.0,-1.0,-1.0,0,0
793,51.51977,-0.15436,-0.5,-1.5,1.5,,-1.0,-0.5,0.0,0,0
794,51.50179,-0.08453,2.0,-0.5,3.0,,0.0,0.0,-0.5,0,0
795,51.5567,-0.10047,1.0,-0.5,2.5,,0.0,0.5,0.0,0,0
796,51.49299,-0.04503,-0.5,-0.5,-2.0,,0.5,0.0,0.0,0,0
797,51.48922,-0.01146,1.0,-1.0,-1.5,,1.0,0.0,1.0,0,0
798,51.4172,-0.13589,-1.0,-2.5,-1.5,-4.0,-1.0,0.5,0.0,0,0
799,51.49335,-0.15246,-0.5,-3.0,3.5,,-2.5,0.0,-0.5,0,0
800,51.49463,-0.12477,-2.5,-2.0,0.5,,-0.5,-1.0,-1.5,0,0
801,51.46376,-0.16145,-0.5,0.5,0.0,0.0,-2.0,0.0,0.5,0,0
802,51.46505,-0.13376,-1.0,-2.0,0.0,-2.0,1.0,0.0,0.0,0,0
803,51.54262,0.05704,2.0,,-3.0,,2.0,1.0,1.5,0,0
804,51.56991,-0.04301,-1.0,,0.0,,-2.0,-3.0,-2.5,0,0
805,51.54139,0.02936,1.5,,0.5,,2.0,1.0,1.0,0,0
806,51.57116,-0.0153,0.0,,1.5,,-0.5,-0.5,1.0,0,0
807,51.55357,-0.05298,0.0,,-1.0,,0.0,-1.5,0.0,0,0
808,51.48082,-0.07934,-0.5,-0.5,3.5,,0.0,2.0,1.0,0,0
809,51.5533,0.05908,0.0,,-4.5,,1.0,1.5,0.5,0,0
810,51.55482,-0.02528,-0.5,,1.5,,-1.5,0.5,0.5,0,0
811,51.48209,-0.05167,0.5,0.0,0.0,,0.0,1.0,0.0,0,0
812,51.45124,-0.08836,0.5,1.0,1.0,8.0,-1.5,0.0,0.0,0,0
813,51.55731,0.03011,3.0,,1.0,,3.0,4.0,4.0,0,0
814,51.55854,0.0578,6.0,,-1.5,,5.5,1.0,3.0,0,0
815,51.54097,0.02013,-1.5,,0.5,,0.5,1.5,1.5,0,0
816,51.54221,0.04781,1.5,,0.5,,1.0,0.0,0.0,0,0
817,51.46488,-0.08007,-1.0,-1.5,0.0,,-0.5,0.5,-0.5,0,0
818,51.57662,-0.07036,-0.5,,0.0,,0.0,0.5,1.5,0,0
819,51.48251,-0.04245,0.5,3.0,3.0,,-1.0,1.0,1.0,0,0
820,51.55524,-0.01605,-3.0,,-5.5,,-3.0,-2.5,-3.5,0,0
821,51.48124,-0.07012,0.0,-1.5,3.5,,-0.5,-1.0,0.0,0,0
822,51.55399,-0.04375,-0.5,,-0.5,,-0.5,-1.0,-2.0,0,0
823,51.5458,-0.10711,0.0,1.0,1.5,,1.0,0.0,0.5,0,0
824,51.54707,-0.07939,1.0,-3.0,-0.5,,-1.0,-0.5,0.0,0,0
825,51.56446,-0.04633,-2.0,,-5.0,,-2.0,6.0,6.0,0,0
826,51.58749,-0.00532,1.0,,3.5,,0.0,1.5,1.5,0,0
827,51.58873,0.02239,-1.0,,4.0,,0.0,-0.5,-1.0,0,0
828,51.43272,-0.14441,2.0,-2.0,1.5,3.5,2.0,4.0,3.0,0,0
829,51.41634,-0.15433,0.0,-0.5,3.0,3.0,0.0,0.0,0.5,0,0
830,51.49686,-0.1907,1.0,2.5,7.0,,1.5,1.5,1.5,0,0
831,51.48049,-0.20063,0.5,0.5,0.5,-1.0,-1.0,-0.5,-0.5,0,0
832,51.54741,-0.18696,-0.5,-0.5,0.5,,2.0,0.0,0.0,0,0
833,51.4774,-0.15317,1.5,-0.5,0.5,-2.0,1.5,1.0,1.0,0,0
834,51.53865,-0.14738,-1.0,-1.0,-1.5,,-0.5,-0.5,0.0,0,0
835,51.49506,-0.11553,0.0,-1.5,0.5,,2.0,-0.5,-1.0,0,0
836,51.5171,-0.03931,2.5,-1.5,-2.5,,1.5,0.5,1.0,0,0
837,51.57527,0.07702,0.0,,-3.0,,-2.0,-2.0,-1.0,0,0
838,51.49377,-0.14323,0.0,0.5,3.0,,1.5,-0.5,0.5,0,0
839,51.51783,-0.19594,-0.5,-2.5,-1.5,,-1.0,0.0,-0.5,0,0
840,51.52228,-0.15732,-0.5,-2.5,-7.0,,1.0,0.5,0.0,0,0
841,51.41174,-0.1392,0.0,1.0,-1.0,1.0,0.5,-1.0,-0.5,0,0
842,51.49948,-0.07696,0.0,1.0,2.0,,0.5,1.0,0.0,0,0
843,51.48789,-0.15577,2.0,6.5,7.0,-3.0,1.0,1.5,1.5,0,0
844,51.49233,-0.11719,0.5,-2.0,3.0,,0.0,-1.5,-0.5,0,0
845,51.42813,-0.12927,1.5,1.0,-1.0,-2.5,1.5,0.0,1.0,0,0
846,51.46275,-0.12619,-0.5,1.5,1.0,0.5,-0.5,0.0,-0.5,0,0
847,51.56885,-0.00773,-0.5,,-2.5,,0.0,-0.5,-1.0,0,0
848,51.54812,-0.05631,0.5,,-1.0,,0.5,0.5,2.0,0,0
849,51.49887,-0.03248,-1.5,-2.5,-2.0,,-0.5,2.0,1.5,0,0
850,51.47537,-0.08266,2.0,-1.0,-0.5,,1.0,-1.5,-0.5,0,0
851,51.51647,0.00516,0.0,,-0.5,,0.0,0.0,0.0,0,0
852,51.55251,-0.01771,-1.0,,-2.0,,-1.0,2.5,1.0,0,0
853,51.51521,-0.02252,2.5,-1.5,0.5,,2.5,1.0,2.0,0,0
854,51.47979,-0.04411,1.5,-0.5,2.0,,0.5,2.0,2.5,0,0
855,51.55623,0.06536,2.0,,-3.0,,2.5,0.5,2.0,0,0
856,51.53553,0.0168,2.0,,0.5,,2.0,-1.0,-0.5,0,0
857,51.5399,0.05537,-0.5,,-1.5,,-0.5,-0.5,0.5,0,0
858,51.57431,-0.06278,-0.5,,0.5,,-1.0,0.0,0.0,0,0
859,51.54476,-0.07182,1.0,-1.5,0.5,,-1.0,0.0,-1.0,0,0
860,51.58205,-0.00865,1.0,,1.0,,0.5,1.0,1.5,0,0
861,51.58642,0.02996,-1.0,,1.0,,0.5,0.0,0.0,0,0
862,51.55136,-0.216,-1.0,-0.5,0.5,,-1.0,0.5,0.5,0,0
863,51.41088,-0.15764,0.5,0.5,-1.0,-0.5,0.5,-0.5,-0.5,0,0
864,51.47502,-0.20394,0.5,0.0,-2.5,1.0,-1.0,1.0,1.0,0,0
865,51.51142,-0.10559,1.0,-1.5,-2.5,,0.0,1.5,1.5,0,0
866,51.54511,-0.17937,-2.0,-1.5,-2.0,,-0.5,-3.0,-2.0,0,0
867,51.52501,-0.15567,1.0,3.5,2.5,,1.5,-1.0,-0.5,0,0
868,51.52905,-0.06793,0.0,-2.0,2.5,,-0.5,0.5,1.0,0,0
869,51.52372,-0.18338,-0.5,0.0,-5.0,,-1.0,-0.5,-1.0,0,0
870,51.52778,-0.09563,-0.5,1.5,2.0,,0.0,1.0,1.0,0,0
871,51.55458,-0.14667,1.0,,-1.5,,1.0,1.0,0.5,0,0
872,51.51962,-0.04227,-0.5,1.5,2.5,,-0.5,0.0,0.5,0,0
873,51.5533,-0.1744,0.0,0.0,4.0,,0.0,0.5,1.0,0,0
874,51.51554,-0.18835,-0.5,0.5,-3.0,,0.0,-1.0,-0.5,0,0
875,51.51683,-0.16064,0.0,0.5,0.0,,1.0,0.0,0.5,0,0
876,51.502,-0.07991,0.0,0.5,0.5,,0.0,-1.5,-1.0,0,0
877,51.50878,-0.21938,3.5,-0.5,0.0,,4.5,2.5,2.0,0,0
878,51.50327,-0.05223,1.5,-6.0,0.5,,2.0,2.5,2.0,0,0
879,51.48943,-0.00685,-0.5,-1.0,-1.0,,-0.5,0.0,-1.0,0,0
880,51.4904,-0.15873,0.5,-3.0,-2.5,,0.5,0.5,-0.5,0,0
881,51.42826,-0.18295,1.5,-1.0,-2.0,-1.5,2.0,2.0,1.0,0,0
882,51.49484,-0.12015,0.0,2.0,-2.5,,0.0,2.0,2.0,0,0
883,51.47403,-0.16867,0.0,-0.5,1.5,3.0,1.5,0.5,1.0,0,0
884,51.46526,-0.12915,0.0,-1.0,-6.0,-2.5,-1.0,-1.5,-1.5,0,0
885,51.44465,-0.17303,1.0,-0.5,-1.0,-0.5,0.5,1.5,1.5,0,0
886,51.57137,-0.01068,-0.5,,-0.5,,-0.5,-0.5,0.0,0,0
887,51.4534,-0.21256,-2.0,-0.5,-1.0,2.5,-1.0,-1.5,-1.0,0,0
888,51.55063,-0.05926,1.0,,-2.0,,0.0,1.5,-1.0,0,0
889,51.47788,-0.08562,-1.0,-0.5,4.0,,-1.0,3.0,2.0,0,0
890,51.55503,-0.02066,1.0,,3.0,,1.5,0.5,0.5,0,0
891,51.4823,-0.04706,1.5,1.5,-0.5,,2.5,1.5,0.5,0,0
892,51.46152,-0.09556,-0.5,1.0,1.0,3.0,-0.5,0.0,-1.0,0,0
893,51.54997,0.04358,-0.5,,-5.5,,-1.5,1.5,1.5,0,0
894,51.55875,0.06241,0.0,,8.5,,0.0,1.0,0.5,0,0
895,51.53804,0.01385,0.5,,1.5,,1.0,0.0,0.0,0,0
896,51.54242,0.05242,1.5,,0.5,,2.0,1.5,1.5,0,0
897,51.57682,-0.06574,-1.5,,1.5,,-0.5,-1.5,-2.0,0,0
898,51.55607,-0.11433,1.0,0.0,-0.5,,0.0,1.0,0.5,0,0
899,51.559,-0.10805,2.5,5.0,-5.5,,0.5,0.5,0.5,0,0
900,51.54728,-0.07478,-2.0,1.0,-4.0,,0.5,0.0,0.5,0,0
901,51.55773,-0.13577,-1.0,,-3.5,,-0.5,0.5,0.5,0,0
902,51.58456,-0.0116,-0.5,,-5.0,,1.0,0.5,0.5,0,0
903,51.58893,0.02701,0.5,,-3.5,,-0.5,0.0,0.0,0,0
904,51.55387,-0.21897,1.0,,1.0,,1.0,-0.5,-0.5,0,0
905,51.443,-0.15162,-1.0,0.5,-3.0,-0.5,0.0,-1.0,-1.0,0,0
906,51.41339,-0.1606,0.5,-2.0,0.0,-3.0,0.5,1.5,1.0,0,0
907,51.54807,0.06037,-0.5,,-3.0,,-0.5,-1.5,0.5,0,0
908,51.48954,-0.1772,0.0,2.0,0.0,,0.0,-0.5,0.0,0,0
909,51.5437,0.02179,1.5,,3.0,,0.0,-0.5,-0.5,0,0
910,51.47754,-0.20691,1.0,-0.5,-0.5,1.5,0.0,1.0,1.0,0,0
911,51.56439,0.07036,-1.0,,-1.0,,0.0,0.0,1.0,0,0
912,51.54763,-0.18234,2.0,3.0,-1.5,,3.0,2.5,2.5,0,0
913,51.55561,0.05152,0.5,,7.0,,0.0,-1.0,-1.0,0,0
914,51.54891,-0.15461,0.5,-0.5,0.0,,1.0,-1.0,0.0,0,0
915,51.51731,-0.0347,-2.0,-1.5,0.5,,-1.5,1.0,0.0,0,0
916,51.51805,-0.19132,-1.5,3.5,0.0,,-0.5,-0.5,0.0,0,0
917,51.51934,-0.1636,-0.5,1.5,1.0,,1.0,0.0,-1.0,0,0
918,51.49655,-0.08323,-1.5,-2.0,0.5,,-0.5,-0.5,0.0,0,0
919,51.50096,-0.04466,1.5,-0.5,0.5,,1.0,2.0,2.5,0,0
920,51.4881,-0.15116,0.0,-1.0,2.5,-4.5,-2.0,-1.0,-0.5,0,0
921,51.46718,-0.08764,1.0,2.0,3.0,,0.5,3.0,2.0,0,0
922,51.48939,-0.12347,-1.0,-0.5,-3.0,,1.0,1.0,1.5,0,0
923,51.48796,-0.03913,-0.5,-0.5,-1.5,,0.5,0.0,0.5,0,0
924,51.56068,-0.01272,-1.0,,1.5,,-1.0,0.0,-1.0,0,0
925,51.48355,-0.07769,1.0,-0.5,1.0,,-0.5,-0.5,-1.0,0,0
926,51.55629,-0.05132,-2.0,,2.5,,-1.5,0.5,0.5,0,0
927,51.57702,-0.00274,1.5,,3.0,,1.5,1.0,1.5,0,0
928,51.47173,-0.16109,0.5,-2.0,2.5,0.5,0.0,1.0,1.0,0,0
929,51.56677,-0.05391,-1.0,,-1.0,,-0.5,-1.0,-1.5,0,0
930,51.54833,-0.05169,0.0,,0.5,,0.0,-1.0,-1.5,0,0
931,51.47558,-0.07805,-1.0,-0.5,-3.0,,0.0,0.0,-0.5,0,0
932,51.54958,-0.02399,-1.0,,-1.0,,0.5,-1.0,-0.5,0,0
933,51.47685,-0.05038,0.5,1.5,-2.5,,-1.0,-0.5,-1.0,0,0
934,51.45921,-0.088,0.5,0.0,1.0,5.0,0.0,1.0,1.5,0,0
935,51.47093,-0.12122,0.0,0.5,-5.0,-1.0,-1.0,-1.5,-1.0,0,0
936,51.54766,0.05114,1.0,,-0.5,,1.5,1.0,1.0,0,0
937,51.4797,-0.16074,0.0,1.0,4.5,-0.5,2.0,4.5,4.0,0,0
938,51.53574,0.02141,-1.0,,-0.5,,-1.0,-1.0,-1.0,0,0
939,51.50051,-0.11222,-1.0,-1.0,0.5,,0.0,0.5,-0.5,0,0
940,51.53697,0.04909,0.0,,-2.0,,1.0,0.5,0.5,0,0
941,51.57758,0.06946,-1.0,,-5.0,,-1.0,-1.0,-1.0,0,0
